Получение названий всех продуктов и соответствующих им торговых марок:
[product_name, brand_name]
('Golden', 'Araceli', 'araceli.golden@msn.com', 'NULL', 'Santa Cruz Bikes')
('Gonzales', 'Regine', 'regine.gonzales@gmail.com', '(805) 763-4045', 'Santa Cruz Bikes')
('Goodman', 'Travis', 'travis.goodman@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Griffin', 'Mellisa', 'mellisa.griffin@msn.com', 'NULL', 'Santa Cruz Bikes')
('Grimes', 'Dante', 'dante.grimes@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Guerra', 'Bridgette', 'bridgette.guerra@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Guerrero', 'Dannette', 'dannette.guerrero@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Guzman', 'Felice', 'felice.guzman@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Hamilton', 'Delila', 'delila.hamilton@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Hancock', 'Adelaida', 'adelaida.hancock@aol.com', 'NULL', 'Santa Cruz Bikes')
('Harmon', 'Darcel', 'darcel.harmon@msn.com', 'NULL', 'Santa Cruz Bikes')
('Harris', 'Eun', 'eun.harris@gmail.com', '(619) 378-2432', 'Santa Cruz Bikes')
('Hawkins', 'Joaquin', 'joaquin.hawkins@aol.com', '(657) 557-1746', 'Santa Cruz Bikes')
('Hays', 'Brianne', 'brianne.hays@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Heath', 'Ann', 'ann.heath@msn.com', 'NULL', 'Santa Cruz Bikes')
('Hebert', 'Bong', 'bong.hebert@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Henderson', 'Jane', 'jane.henderson@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Hensley', 'Genny', 'genny.hensley@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Hess', 'Nova', 'nova.hess@msn.com', 'NULL', 'Santa Cruz Bikes')
('Hicks', 'Catrice', 'catrice.hicks@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Higgins', 'Reena', 'reena.higgins@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Hinton', 'Marina', 'marina.hinton@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Hogan', 'Pasquale', 'pasquale.hogan@aol.com', 'NULL', 'Santa Cruz Bikes')
('Holloway', 'Williemae', 'williemae.holloway@msn.com', '(510) 246-8375', 'Santa Cruz Bikes')
('Hoover', 'Ruthanne', 'ruthanne.hoover@aol.com', 'NULL', 'Santa Cruz Bikes')
('House', 'Luz', 'luz.house@gmail.com', '(559) 114-2580', 'Santa Cruz Bikes')
('Howell', 'Rutha', 'rutha.howell@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Hudson', 'Kanesha', 'kanesha.hudson@gmail.com', '(510) 788-7298', 'Santa Cruz Bikes')
('Huff', 'Garth', 'garth.huff@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Huffman', 'Norine', 'norine.huffman@aol.com', 'NULL', 'Santa Cruz Bikes')
('Hughes', 'Kandace', 'kandace.hughes@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Hurley', 'Tangela', 'tangela.hurley@msn.com', 'NULL', 'Santa Cruz Bikes')
('Hutchinson', 'Cristobal', 'cristobal.hutchinson@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Jefferson', 'Giovanna', 'giovanna.jefferson@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Jenkins', 'Fannie', 'fannie.jenkins@msn.com', '(805) 774-5696', 'Santa Cruz Bikes')
('Johns', 'Carola', 'carola.johns@msn.com', 'NULL', 'Santa Cruz Bikes')
('Johnson', 'Marshall', 'marshall.johnson@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Johnston', 'Omega', 'omega.johnston@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Joyner', 'Lizzie', 'lizzie.joyner@msn.com', 'NULL', 'Santa Cruz Bikes')
('Juarez', 'Muriel', 'muriel.juarez@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Justice', 'Lorrie', 'lorrie.justice@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Kaufman', 'Doris', 'doris.kaufman@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Keith', 'Ayana', 'ayana.keith@hotmail.com', '(805) 230-2101', 'Santa Cruz Bikes')
('Kennedy', 'Katelin', 'katelin.kennedy@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Key', 'Lea', 'lea.key@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Kim', 'Mellisa', 'mellisa.kim@aol.com', '(424) 151-6481', 'Santa Cruz Bikes')
('Kirk', 'Karla', 'karla.kirk@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Kirkland', 'Jeanie', 'jeanie.kirkland@aol.com', 'NULL', 'Santa Cruz Bikes')
('Kline', 'Ferne', 'ferne.kline@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Lamb', 'Karren', 'karren.lamb@aol.com', '(559) 628-2239', 'Santa Cruz Bikes')
('Larson', 'Deloris', 'deloris.larson@aol.com', 'NULL', 'Santa Cruz Bikes')
('Leonard', 'Marjory', 'marjory.leonard@msn.com', 'NULL', 'Santa Cruz Bikes')
('Lester', 'Paul', 'paul.lester@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Little', 'Douglass', 'douglass.little@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Lloyd', 'Angelina', 'angelina.lloyd@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Logan', 'Denis', 'denis.logan@msn.com', 'NULL', 'Santa Cruz Bikes')
('Long', 'Justina', 'justina.long@aol.com', 'NULL', 'Santa Cruz Bikes')
('Lyons', 'Shemeka', 'shemeka.lyons@msn.com', 'NULL', 'Santa Cruz Bikes')
('Madden', 'Grace', 'grace.madden@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Manning', 'Lucile', 'lucile.manning@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Marks', 'Lorraine', 'lorraine.marks@msn.com', 'NULL', 'Santa Cruz Bikes')
('Marquez', 'Aileen', 'aileen.marquez@msn.com', 'NULL', 'Santa Cruz Bikes')
('Martin', 'Louanne', 'louanne.martin@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Massey', 'Keturah', 'keturah.massey@msn.com', 'NULL', 'Santa Cruz Bikes')
('Mccall', 'Neil', 'neil.mccall@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Mccarthy', 'Donette', 'donette.mccarthy@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Mccarty', 'Alane', 'alane.mccarty@hotmail.com', '(619) 377-8586', 'Santa Cruz Bikes')
('Mcdowell', 'Leland', 'leland.mcdowell@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Mcfarland', 'Danille', 'danille.mcfarland@msn.com', 'NULL', 'Santa Cruz Bikes')
('Mcgowan', 'Desire', 'desire.mcgowan@msn.com', '(661) 800-8091', 'Santa Cruz Bikes')
('Mcintosh', 'Katina', 'katina.mcintosh@yahoo.com', '(661) 464-1523', 'Santa Cruz Bikes')
('Mckay', 'Hermila', 'hermila.mckay@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Mcmillan', 'Shona', 'shona.mcmillan@msn.com', 'NULL', 'Santa Cruz Bikes')
('Melton', 'Tommie', 'tommie.melton@gmail.com', '(916) 802-2952', 'Santa Cruz Bikes')
('Mercer', 'Sherise', 'sherise.mercer@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Merrill', 'Angelique', 'angelique.merrill@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Middleton', 'Jennie', 'jennie.middleton@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Miranda', 'Lloyd', 'lloyd.miranda@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Mooney', 'Nenita', 'nenita.mooney@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Mullins', 'Marvin', 'marvin.mullins@aol.com', '(619) 635-2027', 'Santa Cruz Bikes')
('Nash', 'Wendie', 'wendie.nash@hotmail.com', '(805) 389-2549', 'Santa Cruz Bikes')
('Newton', 'Justin', 'justin.newton@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Nicholson', 'Fransisca', 'fransisca.nicholson@aol.com', 'NULL', 'Santa Cruz Bikes')
('Nieves', 'Hilde', 'hilde.nieves@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Norman', 'Alejandro', 'alejandro.norman@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Norris', 'Petronila', 'petronila.norris@aol.com', 'NULL', 'Santa Cruz Bikes')
('Norton', 'Maurice', 'maurice.norton@hotmail.com', 'NULL', 'Santa Cruz Bikes')
("O'connor", 'Harold', "harold.o'connor@gmail.com", 'NULL', 'Santa Cruz Bikes')
('Oliver', 'Lakenya', 'lakenya.oliver@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Olsen', 'Kecia', 'kecia.olsen@msn.com', 'NULL', 'Santa Cruz Bikes')
('Osborn', 'Arvilla', 'arvilla.osborn@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Palmer', 'Ana', 'ana.palmer@yahoo.com', '(657) 323-8684', 'Santa Cruz Bikes')
('Patel', 'Chloe', 'chloe.patel@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Paul', 'Hedwig', 'hedwig.paul@msn.com', 'NULL', 'Santa Cruz Bikes')
('Peck', 'Elvera', 'elvera.peck@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Perez', 'Bella', 'bella.perez@msn.com', 'NULL', 'Santa Cruz Bikes')
('Pitts', 'Randee', 'randee.pitts@msn.com', 'NULL', 'Santa Cruz Bikes')
('Pope', 'Moses', 'moses.pope@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Powers', 'Angie', 'angie.powers@aol.com', 'NULL', 'Santa Cruz Bikes')
('Pratt', 'Mable', 'mable.pratt@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Puckett', 'Mireille', 'mireille.puckett@hotmail.com', '(805) 961-9909', 'Santa Cruz Bikes')
('Randolph', 'Shery', 'shery.randolph@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Rasmussen', 'Jenee', 'jenee.rasmussen@hotmail.com', '(916) 219-1774', 'Santa Cruz Bikes')
('Reeves', 'Joi', 'joi.reeves@msn.com', '(619) 952-9613', 'Santa Cruz Bikes')
('Reid', 'Dung', 'dung.reid@msn.com', 'NULL', 'Santa Cruz Bikes')
('Reynolds', 'Carley', 'carley.reynolds@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Rice', 'Charolette', 'charolette.rice@msn.com', '(916) 381-6003', 'Santa Cruz Bikes')
('Richardson', 'Christopher', 'christopher.richardson@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Rios', 'Kami', 'kami.rios@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Rivera', 'Adriene', 'adriene.rivera@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Roberson', 'Dorine', 'dorine.roberson@msn.com', 'NULL', 'Santa Cruz Bikes')
('Rocha', 'Cinda', 'cinda.rocha@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Rodriquez', 'Jama', 'jama.rodriquez@msn.com', 'NULL', 'Santa Cruz Bikes')
('Rogers', 'Trena', 'trena.rogers@aol.com', 'NULL', 'Santa Cruz Bikes')
('Rojas', 'Rona', 'rona.rojas@gmail.com', '(408) 611-3553', 'Santa Cruz Bikes')
('Rollins', 'Herta', 'herta.rollins@msn.com', 'NULL', 'Santa Cruz Bikes')
('Roman', 'Nanette', 'nanette.roman@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Rosa', 'Tuyet', 'tuyet.rosa@aol.com', 'NULL', 'Santa Cruz Bikes')
('Rosario', 'Enoch', 'enoch.rosario@hotmail.com', '(559) 329-7615', 'Santa Cruz Bikes')
('Ross', 'Novella', 'novella.ross@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Sanchez', 'Annis', 'annis.sanchez@aol.com', '(424) 352-6275', 'Santa Cruz Bikes')
('Savage', 'Hilary', 'hilary.savage@yahoo.com', '(805) 753-6881', 'Santa Cruz Bikes')
('Schultz', 'Josie', 'josie.schultz@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Sears', 'Monica', 'monica.sears@aol.com', '(408) 704-8863', 'Santa Cruz Bikes')
('Sharp', 'Brigid', 'brigid.sharp@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Shelton', 'Rodrick', 'rodrick.shelton@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Simon', 'Rayford', 'rayford.simon@msn.com', 'NULL', 'Santa Cruz Bikes')
('Sims', 'Stacie', 'stacie.sims@hotmail.com', '(510) 194-5117', 'Santa Cruz Bikes')
('Stark', 'Lean', 'lean.stark@msn.com', 'NULL', 'Santa Cruz Bikes')
('Stevenson', 'Karren', 'karren.stevenson@aol.com', 'NULL', 'Santa Cruz Bikes')
('Stone', 'Hubert', 'hubert.stone@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Strong', 'Mariana', 'mariana.strong@msn.com', 'NULL', 'Santa Cruz Bikes')
('Sweeney', 'Elmo', 'elmo.sweeney@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Terry', 'Gertrude', 'gertrude.terry@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Thomas', 'Jana', 'jana.thomas@yahoo.com', '(408) 624-8137', 'Santa Cruz Bikes')
('Todd', 'Kasha', 'kasha.todd@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Tran', 'Chasidy', 'chasidy.tran@msn.com', 'NULL', 'Santa Cruz Bikes')
('Travis', 'Latashia', 'latashia.travis@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Underwood', 'Joy', 'joy.underwood@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Vasquez', 'Houston', 'houston.vasquez@msn.com', 'NULL', 'Santa Cruz Bikes')
('Vazquez', 'Ara', 'ara.vazquez@msn.com', 'NULL', 'Santa Cruz Bikes')
('Vega', 'Selene', 'selene.vega@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Velazquez', 'Johnathan', 'johnathan.velazquez@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Wade', 'Tayna', 'tayna.wade@hotmail.com', '(661) 858-1224', 'Santa Cruz Bikes')
('Wall', 'Corene', 'corene.wall@msn.com', 'NULL', 'Santa Cruz Bikes')
('Ward', 'Rochelle', 'rochelle.ward@yahoo.com', 'NULL', 'Santa Cruz Bikes')
('Webster', 'Sanora', 'sanora.webster@msn.com', '(424) 464-7290', 'Santa Cruz Bikes')
('Whitney', 'Eliz', 'eliz.whitney@msn.com', 'NULL', 'Santa Cruz Bikes')
('Wilkerson', 'Mikel', 'mikel.wilkerson@msn.com', 'NULL', 'Santa Cruz Bikes')
('Wilkins', 'Cesar', 'cesar.wilkins@hotmail.com', '(619) 685-5786', 'Santa Cruz Bikes')
('William', 'Maribel', 'maribel.william@aol.com', 'NULL', 'Santa Cruz Bikes')
('Williams', 'Lucilla', 'lucilla.williams@hotmail.com', 'NULL', 'Santa Cruz Bikes')
('Witt', 'Darren', 'darren.witt@aol.com', 'NULL', 'Santa Cruz Bikes')
('Woods', 'Lucy', 'lucy.woods@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Wynn', 'Joel', 'joel.wynn@aol.com', '(619) 210-6032', 'Santa Cruz Bikes')
('Yates', 'Yvone', 'yvone.yates@gmail.com', 'NULL', 'Santa Cruz Bikes')
('Zimmerman', 'Ollie', 'ollie.zimmerman@yahoo.com', '(657) 648-2863', 'Santa Cruz Bikes')
 
 
Подсчет количества продуктов в каждой категории:
[category_name, count_products]
('Electric Bikes', 24)
('Comfort Bicycles', 30)
('Cruisers Bicycles', 78)
('Mountain Bikes', 60)
('Cyclocross Bicycles', 10)
('Road Bikes', 60)
('Children Bicycles', 59)
 
 
Общее количество заказов для каждого клиента:
[last_name, first_name, count_orders]
('Gamble', 'Gustavo', 1)
('Melton', 'Tilda', 1)
('Vance', 'Queenie', 1)
('Rhodes', 'Gertrud', 2)
('Gallagher', 'Risa', 1)
('Bender', 'Steve', 1)
('Russell', 'Carolann', 1)
('Carson', 'Tomasa', 2)
('Huff', 'Dann', 1)
('Mccall', 'Christoper', 1)
('Acevedo', 'Jamika', 1)
('Garcia', 'Raymonde', 1)
('Wade', 'Bao', 1)
('Kane', 'Bea', 1)
('Spears', 'Shanice', 1)
('Good', 'Mila', 1)
('Burgess', 'Myesha', 1)
('Best', 'Kallie', 1)
('Bridges', 'Angella', 1)
('Reynolds', 'Carley', 2)
('Stanley', 'Shirely', 1)
('Ross', 'Sharell', 1)
('Frost', 'Monty', 1)
('Hogan', 'Pasquale', 1)
('Reeves', 'Divina', 1)
('Hood', 'Alissa', 1)
('Ellis', 'Thurman', 1)
('Stephenson', 'Lavonda', 1)
('Rocha', 'Cinda', 1)
('Larsen', 'Adelle', 2)
('Marks', 'Katheleen', 1)
('Patton', 'Zoraida', 1)
('Goff', 'Vernell', 1)
('Mathis', 'Terrell', 1)
('Robbins', 'Lanora', 1)
('Anderson', 'Sindy', 1)
('Clements', 'Ellena', 1)
('Chambers', 'Sung', 1)
('Higgins', 'Tomeka', 1)
('Hyde', 'Kermit', 1)
('Nelson', 'Yun', 1)
('Hinton', 'Marina', 1)
('Dawson', 'Marquerite', 1)
('Pollard', 'Lorrie', 1)
('Salinas', 'Carita', 1)
('Quinn', 'Tangela', 2)
('Dawson', 'Damian', 1)
('Chandler', 'Rufina', 1)
('Gilliam', 'Crystle', 1)
('Macdonald', 'Onita', 1)
('Silva', 'Eliana', 1)
('Benton', 'Mark', 1)
('Williams', 'Renna', 1)
('Rogers', 'Yvette', 1)
('Larson', 'Nicki', 1)
('House', 'Luz', 2)
('Anderson', 'Shanelle', 1)
('Day', 'Salena', 1)
('Sanders', 'Barrett', 1)
('Gould', 'Christoper', 1)
('Manning', 'Leanna', 1)
('Todd', 'Yevette', 1)
('Jacobson', 'Tempie', 1)
("O'connor", 'Harold', 1)
('Blackwell', 'Jerald', 1)
('Mccarthy', 'Donette', 1)
('Henry', 'Pamala', 2)
('Stein', 'Lizzette', 3)
('Grimes', 'Dante', 1)
('Estrada', 'Omer', 1)
('Mclaughlin', 'Valentin', 1)
('Rollins', 'Veronika', 1)
('Fulton', 'Veronique', 1)
('Taylor', 'Vance', 1)
('Hays', 'Brianne', 1)
('Cole', 'Sheri', 1)
('Snyder', 'Leticia', 1)
('Hopkins', 'Sommer', 1)
('Melton', 'Agatha', 1)
('Hooper', 'Myung', 1)
('Pittman', 'Victor', 1)
('Jenkins', 'Justina', 1)
('Sellers', 'Carmelina', 1)
('Nicholson', 'Fransisca', 1)
('Anderson', 'Lavonne', 1)
('Maxwell', 'Manie', 1)
('Moses', 'Saran', 1)
('Mullins', 'Marvin', 2)
('Maynard', 'Tara', 1)
('Cooper', 'Bernardina', 1)
('Cotton', 'Hope', 1)
('Yang', 'Fran', 2)
('Pitts', 'Olevia', 2)
('Bird', 'Tereasa', 1)
('Swanson', 'Tania', 1)
('Newman', 'Pamelia', 3)
('Noble', 'Guillermina', 2)
('Lang', 'Anisha', 1)
('Sherman', 'Lucio', 1)
('Graham', 'Loan', 1)
('Watkins', 'Kristy', 1)
('Bush', 'Tina', 1)
('Dodson', 'Alfredo', 1)
('Dillard', 'Ja', 1)
('Willis', 'Daphine', 1)
('Sanchez', 'Manie', 1)
('Hess', 'Nova', 2)
('Russell', 'Jimmy', 1)
('Dickerson', 'Emelda', 1)
('Gould', 'Leola', 1)
('Booth', 'Cleotilde', 3)
('Ortiz', 'Lashawn', 3)
('Santiago', 'Claris', 1)
('Gay', 'Myrl', 1)
('Ball', 'Vernita', 1)
('Robertson', 'Khalilah', 1)
('Madden', 'Grace', 1)
('Todd', 'Kasha', 3)
('Fernandez', 'Zella', 1)
('Gamble', 'Abby', 2)
('Norris', 'Dionne', 1)
('Lynn', 'Terrance', 1)
('Steele', 'Romeo', 1)
('Thompson', 'Senaida', 1)
('Rollins', 'Herta', 1)
('Leblanc', 'Erik', 1)
('Salinas', 'Alita', 1)
('Gregory', 'Shantel', 1)
('Conley', 'Carolyne', 1)
('Barron', 'Theresia', 1)
('Odom', 'Katherina', 1)
('Haney', 'Alejandro', 1)
('Gates', 'Elvina', 1)
('Padilla', 'Hipolito', 1)
('Mcbride', 'Marcelino', 1)
('Higgins', 'Kara', 1)
('Weiss', 'Arvilla', 1)
('Saunders', 'Stan', 1)
('Moody', 'Mila', 1)
('Barnett', 'Margret', 1)
('Contreras', 'Anya', 1)
('Leonard', 'Marjory', 1)
('Ellis', 'Arla', 1)
('Pollard', 'Berneice', 1)
('Roberson', 'Ilda', 1)
('Larson', 'Tomika', 1)
('Dickerson', 'Treasa', 1)
('Sherman', 'Magdalena', 1)
('Wyatt', 'Courtney', 1)
('Cardenas', 'Elvia', 1)
('Mitchell', 'Malisa', 1)
('Charles', 'Ken', 1)
('Hicks', 'Tony', 1)
('Salazar', 'Romaine', 1)
('Rollins', 'Tajuana', 1)
('Bullock', 'Jenniffer', 1)
('Hardin', 'Georgetta', 3)
('Cox', 'Barton', 1)
('Schroeder', 'Angele', 1)
('Valencia', 'Santos', 2)
('Doyle', 'Janae', 1)
('Johnston', 'Shanti', 1)
('Odom', 'Rodney', 1)
('Mays', 'Shu', 1)
('Dorsey', 'Damien', 2)
('Estes', 'Whitney', 1)
('Garrison', 'Etsuko', 1)
('Compton', 'Ghislaine', 1)
('Stanton', 'Calandra', 1)
('Sargent', 'Clementina', 1)
('Browning', 'Stephanie', 1)
('Rutledge', 'Jayson', 1)
('Garner', 'Lewis', 1)
('Mcintosh', 'Katina', 1)
('Cooley', 'Deangelo', 1)
('Lester', 'Paul', 1)
('Webster', 'Collin', 1)
('Herrera', 'Katharine', 1)
('William', 'Maribel', 1)
('Rojas', 'Brittney', 1)
("O'neal", 'Rosalba', 1)
('Sims', 'Gayla', 1)
('Fitzgerald', 'Rozella', 1)
('Rios', 'Kami', 1)
('Whitehead', 'Armand', 2)
('Barron', 'India', 1)
('Wright', 'Lavette', 1)
('Heath', 'Ann', 1)
('Nieves', 'Kimbery', 1)
('Bruce', 'Zenia', 1)
('Carrillo', 'Mina', 1)
('Wiggins', 'Aron', 1)
('Lindsay', 'Rey', 1)
('Long', 'Davis', 1)
('Guthrie', 'Jerri', 1)
('Martin', 'Louanne', 2)
('Hickman', 'Shae', 1)
('Stanley', 'Latasha', 2)
('Church', 'Jeffry', 1)
('Nielsen', 'Erlinda', 1)
('Huff', 'Garth', 1)
('Carter', 'Ryan', 1)
('Benjamin', 'Marry', 1)
('Travis', 'Sheila', 1)
('Frank', 'Marilyn', 1)
('Thomas', 'Arnita', 1)
('Johns', 'Onita', 2)
('Sparks', 'Jewel', 1)
('Johnson', 'Marshall', 1)
('Hood', 'Nevada', 1)
('Wilkinson', 'Gayle', 1)
('Robbins', 'Laraine', 2)
('Garrison', 'Corrinne', 1)
('Mercer', 'Hye', 1)
('Pena', 'Sheree', 1)
('Henderson', 'Tonja', 1)
('Pugh', 'Ross', 1)
('Ellison', 'Lizette', 1)
('Marshall', 'Krystin', 1)
('Melton', 'Joe', 1)
('Schmidt', 'Augustus', 1)
('Crane', 'Jenine', 1)
('Chan', 'Mechelle', 1)
('Delgado', 'Mia', 1)
('Ochoa', 'Krissy', 1)
('Lang', 'Siobhan', 1)
('Franco', 'Letitia', 1)
('Estes', 'Pandora', 1)
('Miles', 'Elana', 1)
('Velazquez', 'Johnathan', 1)
('Gilliam', 'Rudolf', 1)
('Rojas', 'Georgeann', 1)
('Kirkland', 'Jeanie', 2)
('Osborn', 'Margit', 1)
('Daugherty', 'Neoma', 1)
('Bolton', 'Jerome', 1)
('Calhoun', 'Gilbert', 1)
('Albert', 'Jamaal', 3)
('Charles', 'Max', 1)
('Rosario', 'Enoch', 1)
('Fisher', 'Tameka', 3)
('Juarez', 'Garry', 1)
('Wilcox', 'Sherilyn', 1)
('Paul', 'Laureen', 1)
('Cardenas', 'Christel', 1)
('Vargas', 'Evelin', 1)
('Underwood', 'Joy', 1)
('Finch', 'Ashleigh', 1)
('Dixon', 'Magali', 1)
('Eaton', 'Magda', 1)
('Holder', 'Flossie', 1)
('Levy', 'Elmira', 1)
('Beasley', 'Alline', 1)
('Terrell', 'Carlie', 1)
('Mcmillan', 'Sophia', 1)
('Everett', 'Jutta', 1)
('Parsons', 'Ronald', 1)
('Warren', 'Ivette', 1)
('Waller', 'Georgeann', 2)
('Koch', 'Aida', 1)
('Dickerson', 'Barbra', 1)
('Woodward', 'Brittney', 2)
('Bernard', 'Jone', 2)
('Casey', 'Domingo', 1)
('Webster', 'Georgeanna', 1)
('Castro', 'Angele', 1)
('Stevenson', 'Shanda', 1)
('Mills', 'Damian', 1)
('Hatfield', 'Rod', 1)
('Reyes', 'Diana', 1)
('Lynch', 'Carina', 1)
('Guerrero', 'Dannette', 1)
('Odom', 'Regine', 1)
('Logan', 'Marjorie', 2)
('Thomas', 'Jana', 1)
('Keith', 'Ayana', 1)
('Walters', 'Kaila', 1)
('Summers', 'Bernetta', 1)
('Aguirre', 'Janetta', 2)
('Elliott', 'Yevette', 1)
('Moran', 'Lazaro', 1)
('Cox', 'Deandrea', 1)
('Johns', 'Carola', 1)
('Terry', 'Gertrude', 1)
('Horn', 'Larraine', 1)
('Carroll', 'Cameron', 1)
('Reyes', 'Herminia', 1)
('Young', 'Edda', 1)
('Puckett', 'Mellie', 1)
('Stuart', 'Corine', 1)
('Fox', 'Pearl', 1)
('Rutledge', 'Micki', 1)
('Wood', 'Le', 1)
('Burks', 'Amparo', 1)
('Maynard', 'Chantay', 1)
('Wilkins', 'Christia', 1)
('Vang', 'Taisha', 1)
('Marshall', 'Bonita', 1)
('Whitaker', 'Sharie', 1)
('Hawkins', 'Joaquin', 1)
('Flowers', 'Louise', 1)
('Dejesus', 'Lavina', 1)
('Burt', 'Ji', 1)
('Roberson', 'Dorine', 2)
('Peters', 'Van', 1)
('Rios', 'Jerlene', 1)
('Richardson', 'Christopher', 1)
('Kidd', 'Carie', 1)
('Duke', 'Gilberte', 1)
('Byrd', 'Evelina', 1)
('Cantrell', 'Rochell', 1)
('Coffey', 'Candelaria', 1)
('Carson', 'Charlsie', 1)
('Stephens', 'Karl', 1)
('Frank', 'Shawnna', 1)
('Pope', 'Moses', 2)
('Fry', 'Nicki', 1)
('Whitney', 'Eliz', 1)
('Roth', 'Graig', 1)
('Rivers', 'Lurline', 1)
('Maldonado', 'Janelle', 1)
('Armstrong', 'Tonda', 1)
('Munoz', 'Alane', 1)
('Whitley', 'Travis', 1)
('Quinn', 'Edgar', 1)
('Atkinson', 'Antony', 1)
('Sykes', 'Robby', 3)
('Mejia', 'Gertha', 1)
('French', 'Tiny', 1)
('Zamora', 'Alexandria', 1)
('Alvarez', 'Karole', 1)
('Goodman', 'Travis', 1)
('Preston', 'Jenise', 1)
('Meyer', 'Rosamaria', 1)
('Barry', 'Mica', 1)
('Harris', 'Winfred', 1)
('Lester', 'Sam', 1)
('Orr', 'Lavern', 1)
('Swanson', 'America', 1)
('Carpenter', 'Carisa', 1)
('Miles', 'Genevie', 1)
('Bowman', 'Kermit', 1)
('Blackwell', 'Oliva', 1)
('Huffman', 'Norine', 1)
('Solis', 'Jennell', 1)
('Banks', 'Vernetta', 1)
('Huffman', 'Mariela', 1)
('Fields', 'Susannah', 1)
('Wise', 'Claudio', 1)
('Hobbs', 'Izola', 1)
('Velez', 'Crysta', 1)
('Merritt', 'Aimee', 1)
('Wynn', 'Margorie', 1)
('Vega', 'Deandrea', 1)
('Vinson', 'Merlene', 3)
('Horton', 'Ruth', 1)
('Austin', 'Lavona', 1)
